url,keywords,transport,business,food,house,sports,game,devices,arts,events,musics,education,job,connection,life,finances,beauty,innovations,pets,app,services,goods,web,health,age,gender,main_type,main_color,main_theme,m_h_size,m_h_color,m_p_size,m_p_color,font_family,h_size,p_size,about_type,about_color,about_theme,about_h_color,about_p_color,good_type,good_color,good_theme,good_h_color,good_p_color,contacts_type,contacts_color,contacts_theme,contacts_h_color,contacts_p_color,align
"https://www.walkme.com/ 

https://www.walkme.com/pages/using-salesforce-crm/","user experience, marketing, crm, app",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26-55,both,image,#c07f42,laptop on a table,56,#ffffff,28,#ffffff,"'open sans', 'lato', arial",40,25,hp,#766b67,office,#ffffff,#000000,c+im,#338ec9,laptop,#ffffff,#ffffff,c,#2f3d43,none,#8eafbd,#698794,float
https://www.bonfire.com/?ref=landingfolio,"shirts, online market, online compaign",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15-25,women,image,#e4ecf4,woman shirts on flat lay,30,#3d4853,16,#3d4853,"soleil,helvetica,arial,sans-serif",24,16,image,#f6f2ef,"shirts, wall background, space, happy, woman",#3d4853,#3d4853,c,#f5fafe,none,#3d4853,#3d4853,c,#3d4853,none,#bdcad8,#ffffff,center
https://www.simplecontacts.com/?ref=landingfolio,"simple contacts,contact lenses,eye exam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15-25,both,c+im,#0c355f,smartphone,43,#c1e0e8,27,#ffffff,"'avenir next', 'helvetica neue', helvetica, arial, sans-serif",43,27,c,#ffffff,none,#505050,#505050,c,#ffffff,none,#505050,#505050,c,#f2f2f2,none,#666666,#8c8c8c,float
https://www.insitevr.com/?ref=landingfolio,"virtual reality , virtual reality architecture, design",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26-55,men,image,#ffffff,"vr, designer, two young man, testing in office",45,#6d6e71,18,#69707b,'avenir',36,18,c,#64bcf9,none,#ffffff,#ffffff,hp,#69707b,none,#ffffff,#69707b,c,#69707b,none,#ffffff,#ffffff,center
https://clever.com,"app for students, education, school app",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15-25,both,image,#b0968e,"young girl, park, working with tablet, space",55,#ffffff,21,#ffffff,"""proximanovaltlight"", 'helvetica neue', arial, helvetica, sans-serif",40,20,hp,#3fbcd8,"team, fooling around",#ffffff,#8a959e,c+im,#0792e5,"tablet, app store",#ffffff,#ffffff,c,#ffffff,none,#333333,#666666,center
http://oivo.pw/,"iphone accessories, charger",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15-25,both,image,#d4d5d9,"man, keep hands in pocket, back",36,#ffffff,22,#ffffff,"""soleil"", sans-serif, arial",36,22,c,#ebece3,none,#2f2f2d,#79736f,image,#bcb69c,"chemical flask, wood table",#ffffff,#ffffff,c,#79736f,none,#c9c8c0,#ebece3,left
https://www.messagebird.com/en-gb/,"messager, chat, sms, voice message",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15-25,men,c+im,#e5f0fa,"email messages, users",24,#4a5669,30,#4a5669,"'proxima nova',sans-serif",28,16,c,#edf4fc,none,#4a5669,#4c5669,c,#ffffff,none,#4a5669,#4c5669,c,#e5f1fb,none,#9aa8be,#2c3645,float
https://www.civic.com,"identity theft protection, insurance",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,26-55,both,video,#3ead63,many people smile,48,#ffffff,32,#c8e3df,"'source sans pro',sans-serif",48,20,image,#d0cfd7,"call center agent, talk on the phone, smiling",#ffffff,#ffffff,c+im,#525252,pulse,#ffffff,#ffffff,c,#267fc9,none,#ffffff,#ffffff,center
http://www.bucketlistly.com/,"bucket list, advanced, beautiful, achievement unlocked, travel, life, social, achievements, goals, collaboration, facebook, community, game",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15-25,both,image,#aeb8b5,"mountain, fog, valley",32,#ffffff,33,#ffffff,"""open sans"",""helveticaneue-light"",""helvetica neue light"",""helvetica neue"",helvetica,arial,""lucida grande"",sans-serif",45,18,c,#183442,none,#ffffff,#5f7482,c,#ffffff,none,#1a3745,#1a3745,c,#ffffff,none,#1a3745,#1a3745,center
https://www.vendhq.com,"ecommerce, retail shop, online shops, inventory management, customer loyalty",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,26-55,both,image,#ffffff,"woman, smile, lecture",40,#404040,16,#626262,"proxima-nova,sans-serif",35,20,c,#ffffff,none,#404040,#404040,c+im,#ffffff,"desktop computer, tablet, laptop",#404040,#404040,c,#f5f5f5,none,#404040,#404040,center
https://www.chargebee.com/,"api, payment, credit cards",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15-25,men,c,#ffffff,none,42,#000000,21,#000000,"acumin-pro,helvetica,sans-serif",30,16,c,#ffffff,none,#000000,#000000,c+im,#ffffff,"iceberg, plane",#000000,#000000,c,#212121,none,#ffffff,#ffffff,center
http://formannloyt.com/en/,"furniture, design, chair",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26-55,women,image,#ffffff,wood chair,72,#202020,20,#202020,"avenir lt std,sans-serif",72,18,c,#ffffff,none,#202020,#202020,c,#181818,none,#ffffff,#8f8f8f,image,#ffffff,"chairs, wood, metall",#202020,#202020,center
https://heapanalytics.com/,"user experience, user analitics, event tracking, data science, insight",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,26-55,men,pattern,#592c85,user experience icons,105,#ffffff,20,#ffffff,"'avenir next w01','helvetica neue',helvetica,arial,sans-serif",45,22,c,#ffffff,none,#433948,#433948,c+im,#31134b,sheet with user experience icons,#ffffff,#b28bda,c,#351552,none,#351552,#c095eb,center
https://salesmachine.io/,"trace customer activity, marketing, insight, realtime scoring",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26-55,men,c+im,#4485d1,dashboard,37,#ffffff,22,#98cded,"brandontextweb-light, sans-serif",30,28,hp,#4d99bf,none,#ffffff,#545454,c,#ffffff,none,#808080,#545454,c,#333a4d,none,#ffffff,#929292,center
https://snappa.io/,"design tool, graphics, social media, ad, blog",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26-55,both,c,#1b71a5,none,44,#ffffff,18,#ffffff,"proxima-nova,helvetica neue,arial,sans-serif",36,18,hp,#2089bb,none,#ffffff,#656565,c,#ffffff,none,#444444,#656565,c,#2396c6,none,#ffffff,#ffffff,center
http://www.meetphoton.com/en/home,"children, programming course, education, robot",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,26-55,men,c+im,#ffffff,happy little robot,71,#3c297c,24,#3c297c,"""calluna_sansregular""",71,17,c,#b32985,none,#ffffff,#ffffff,c,#e8663c,none,#ffffff,#ffffff,c,#3c297c,none,#ffffff,#ffffff,center
https://atap.google.com/soli/,"virtual reality, device, hardware",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26-55,both,video,#444e4e,"virtual tool gestures, chip, gestures, virtual device",40,#ffffff,18,#ffffff,"""museo sans normal""",40,18,c+im,#ffffff,chip,#464646,#464646,c+im,#ffffff,chip,#464646,#464646,c,#eeeeee,none,#464646,#464646,float
https://klets.com/,"chat, chat with customers, user experience, app",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26-55,both,c+im,#eb1e63,"desktop, computer, tablet, office desktop",44,#ffffff,12,#f58eb1,"'merriweather', serif",33,15,c+im,#ffffff,"tablet, smartphone",#000000,#c6c6c6,c+im,#ffffff,"smartphone, webpage",#000000,#c6c6c6,c,#ffffff,none,#000000,#c6c6c6,float
http://horizon.io/,open source project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26-55,men,graphics,#bdb3d9,mountains,40,#333333,26,#333333,"""avenir w01"", avenir, ""helvetica neue"", helvetica, arial, sans-serif",27,21,c,#187488,none,#ffffff,#ffffff,c+im,#ffffff,"desktop computer, tablet, smartphone",#333333,#333333,c,#009aaf,none,#ffffff,#ffffff,float
https://theprojectprescription.com/design/,"documentation, checklist, project prescription, project management, management, designer, photographer",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,26-55,both,image,#a9bac3,"creative, cool, people",45,#ffffff,18,#ffffff,"'helvetica neue', helvetica, arial, sans-serif",45,18,image,#dbe0e1,"room, desktop computer",#ffffff,#ffffff,c,#f7f6f2,none,#1e1e26,#1e1e26,c,#ffffff,none,#1e1e26,#1e1e26,left
https://grafomap.com/,"poster, design image, map poster, interior",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15-25,women,image,#ededed,"poster, wall, space, board",64,#222326,24,#797a7f,larsseit,48,24,c,#ffffff,none,#222326,#222326,c+im,#ffffff,poster,#222326,#222326,c,#222326,none,#a1a2a6,#cacbcc,left
http://thington.com/,"artificial intelligence, iot, bot, chat bot, app",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,15-25,both,image,#895c45,room,32,#fdf6e5,32,#fdf6e5,"""avenir"", ""helvetica neue"", arial, sans-serif",32,27,c,#ffffff,none,#3396fe,#9b9b9b,c+im,#ff5e5e,"smartphone, dialog",#ffffff,#ffdada,c,#a279fc,none,#000000,#ffffff,float
http://frrand.com/,"frrand, toronto, utsc, instant, restaurant, availability, reservations, booking, free",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26-55,both,image,#878381,"restaurant, tables",56,#ffffff,16,#ffffff,"'brandon', 'helvetica neue', sans-serif",56,20,hp,#636362,"people, chat, cafe",#ffffff,#666666,c,#ffffff,none,#000000,#666666,c,#111111,none,#ffffff,#535353,center
https://www.tunnelbear.com,"app, privat internet, internet technologies, vpn, mobile internet, mobile app, tunnel bear",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,15-25,men,graphics,#dff4f6,bear with laptop and smartphone,50,#607980,18,#765d46,"opensans,sans-serif",42,18,hp,#ebeae8,bear with globe,#765d46,#765d46,c+im,#ffffff,bear,#765d46,#8c8274,graphics,#2f4349,"earth, space",#dff4f6,#ffffff,float
http://boomsupersonic.com,"supersonic airliner, industry, flight, transport",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26-55,men,image,#a8bcca,"supersonic airliner, sky",52,#213c77,20,#213c77,"clear sans,sans-serif",48,20,pattern,f3f8ff,crossing lines,#213c77,#213c77,image,#124888,big city view,#ffffff,#ffffff,image,#a8bcca,"supersonic airliner, sky",#ffffff,#ffffff,center
https://tenonedesign.com,"side-facing plug for charger, charger, device",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15-25,both,image,#6f6a67,"charger, power socket, wall",49,#ffffff,34,#ffffff,freightsansprolight-regular,41,29,hp,#ffffff,team of developers,#222222,#646464,image,#875f44,"charger, power socket, wall",#ffffff,#ffffff,c,#f0f0f0,none,#222222,#222222,center/space
https://www.refold.co/,"office goods, table, furniture, paper table, portable furniture",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26-55,men,image,#ffffff,"table, men working on table",36,#404041,24,#404041,"'avenir-roman', sans-serif",36,24,c,#ffffff,none,#414143,#404041,c+im,#ffffff,table,#7d7d7d,#7d7d7d,c,#ffffff,none,#404041,#a7a7a7,float
https://wpforms.com/,"site development, software, form builder",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26-55,men,c+im,#ffffff,"dashboard, web page",40,#444444,22,#888888,"""lato"", ""helvetica neue"", helvetica, arial, sans-serif",26,18,c,#ffffff,none,#444444,#666666,c+im,#ffffff,dashboard,#444444,#666666,c,#222222,none,#ffffff,#ffffff,float
http://www.sendwithscout.com,"postcards, printing, drive customers",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26-55,both,c,#3395d7,none,42,#ffffff,24,#ffffff,"circular, helvetica, sans-serif",32,15,c,#ecf0f1,none,#202020,#2c3e50,c+im,#ecf0f1,postcard,#2c3e50,#2c3e50,c,#2c3e50,none,#ffffff,#ffffff,float
https://www.haloneuro.com/,"sport equipment, neuroscience, headset, athletic, training",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,26-55,men,image,#011f3a,"athlete, girl, listening music",44,#ffffff,18,#ffffff,"montserrat, sans-serif",40,18,hp,#aa8389,man working with scheme,#ffffff,#111111,c+im,#111111,"headset, smatphone",#ffffff,#ffffff,c,#111111,none,#ffffff,#ffffff,center/space
http://www.semplicelabs.com/,"web development, web design, portfolio",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26-55,men,c,#f2f1f1,none,166,#000000,30,#000000,"avenirnextltw01-regular,arial,sans-serif",55,20,image,#ffffff,"desk with books, desktop computer",#ffffff,#ffffff,c+im,#ffffff,"web pages on desktop computer, tablet, smartphone",#000000,#5e5e5e,c,#ffd300,none,#000000,#000000,float
https://www.montagebook.com/,"photo book, printing, montage photo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26-55,women,c+im,#f4f3ef,photobook,48,#39444c,14,#8f9396,"'gotham a', 'gotham b'",32,16,c,#ffffff,none,#39444c,#8f9396,c+im,#ffffff,photobook,#39444c,#8f9396,c,#0e1113,none,#e3e6e5,#ffffff,float
http://www.fiftythree.com/pencil,"device, stylus, device acessories",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26-55,both,image,#eeeeee,working with stylus on tablet,72,#66625b,26,#66625b,"'avenir next lt w01 medium italic', helvetica, arial, sans-serif",72,26,hp,#233439,none,#403d39,#403d39,c+im,#3b3b39,"devices, tablet, smartphone, pencil",#ffffff,#ffffff,c,#fffcf5,none,#eb5e28,#403d39,center
https://www.stitchfix.com/,"clothes, style, personal styling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26-55,women,image,#b9b8be,"model, wall space",50,#2f3237,18,#2f3237,"""brandontext-regular"", sans-serif",32,18,hp,#f8f9fb,two stylish girls choose clothes,#2f3237,#2f3237,c,#f2f1ef,none,#2f3237,#2f3237,c,#ffffff,none,#2f3237,#2f3237,center
https://www.sockfancy.com/,"clothes, style, socks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,26-55,both,video,#878787,creative people lifestyle,70,#ffffff,35,#ffffff,"""montserrat"", sans-serif",30,30,c+im,#ffffff,"two teenagers on a road, colorful socks",#333333,#333333,c,#ffffff,none,#333333,#333333,pattern,#eaeaea,clouds,#f38181,#f38181,float
https://barkbox.com,"dog goodies, pet goodies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,15-25,women,image,#daebfc,women with dogs sits on the sofa,50,#1e538f,17,#221e1f,"""apercu-regular"",sans-serif",36,17,hp,#ebe7e4,some dogs over wall,#2b2b2b,#221e1f,c+im,#ffffff,"happy people, dog plays with toy",#221e1f,#221e1f,gallery,#ffffff,dogs paly with toys,#221e1f,#221e1f,center/space
http://www.skurt.com/,"rent car, transport, app, mobile app, book car",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26-55,men,video,#bec2c1,men drives car,49,#ffffff,18,#ffffff,"'avenir', 'roboto', 'helvetica neue', 'helvetica', 'arial', sans-serif",40,16,graphics,#59429e,map of city,#ffffff,#b2a7d2,c+im,#ffffff,"smartphone, app",#281855,#918ba4,c,#ffffff,none,#281855,#918ba4,center
https://www.nebia.com/,"energy saving technologies, shower",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26-55,men,image,#030305,"shower, water",80,#ffffff,48,#ffffff,"museosansrounded,sans",72,20,gallery,#333c45,developer,#ffffff,#9ca4a9,c,#020204,none,#ffffff,#ffffff,c,#020204,none,#ffffff,#ffffff,center/space
https://www.aliveshoes.com/,"shoes, personal styling, create shoes design",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,15-25,both,image,#bcbcbc,"shoes, people in street",90,#ffffff,16,#ffffff,"""lato"",""helvetica neue"",helvetica,roboto,arial,sans-serif",37,18,hp,#a0bd71,"stylish man, road, shoes",#ffffff,#383838,image,#a3844e,shoes,#ffffff,#ffffff,c,#131313,none,#ffffff,#ffffff,center/space
https://www.density.io/,"people counter, data",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26-55,both,image,#ffffff,"futuristic device, white space",28,#222a2e,18,#4a5159,"""avenir next"",""avenir"",""helvetica neue"",helvetica,arial,sans-serif",28,18,c,#ffffff,none,#222a2e,#4a5159,image,#efefef,futuristic device,#222a2e,#4a5159,c,#222a2e,none,#f5f6f7,#b4b8bf,center/space
https://chec.io/,checkout payments ecommerce sell ebooks sell services accept credit cards chec kout sell anything anywhere across the web with a link,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26-55,both,c,#f1f6f7,none,44,#6e7f90,28,#9aa8b3,lato,36,15,hp,#8fc1c4,"wall, little indoor tree",#ffffff,#519bc5,c,#ffffff,none,#5b6977,#929bab,c,#ffffff,none,#5b6977,#929bab,center
https://appradar.com/,"marketing, app, optimization tool",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26-55,men,c+im,#0077ff,"laptop, dashboard",50,#ffffff,20,#ffffff,"""source sans pro"",helvetica,arial,sans-serif",50,20,gallery,#ffffff,"portrait men, women",#303336,#303336,c+im,#2d3045,"web page, dashboard",#ffffff,#ffffff,c,#ffffff,none,#303336,#303336,center
https://www.emailthis.me/open-source/extension-boilerplate,"app, browser extension, cross browser extension, code, programming",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26-55,men,c+im,#ffffff,"web page, dashboard",36,#111111,24,#777777,"open sans,segoe ui,oxygen,ubuntu,cantarell,fira sans,droid sans,helvetica neue,helvetica,arial,sans-serif",29,16,c,#ffffff,none,#111111,#777777,c,#ffffff,none,#111111,#535c75,c,#ffffff,none,#111111,#777777,float
https://store.raywenderlich.com/products/subscription,"programming courses, online courses, tutorials, education, coding",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15-25,men,c,#3a78c8,none,48,#ffffff,17,#ffffff,"""bitter"", sans-serif",40,17,c,#ffffff,none,#23292b,#23292b,c+im,#ffffff,desktop computer with video,#23292b,#23292b,c,#23292b,none,#ffffff,#c0c2c2,float
https://www.meetingbird.com,"calendar, self management, app, meetings",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,26-55,both,c+im,#ffffff,"dashboard, calendar, web page",50,#4a5357,25,#6e7a89,"proxima-nova,sans-serif",34,18,hp,#f5f8fa,none,#323333,#3a4145,c+im,#fcfbfc,web chat page,#4a5357,#9da2a6,c,#fcfbfc,none,#4a5357,#808080,float
https://slackpass.io,"it, app, chat, chat app, payment, ecommerce",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,26-55,men,c,#4a2d62,none,53,#ffffff,28,#ffffff,"'rams', sans-serif",24,19,c,#f6fafe,none,#333333,#333333,c+im,#f6fafe,web page,#333333,#333333,c,#4a2d62,none,#ffffff,#ffffff,center
https://elementor.com/,"web development, web, web technologies, it, site builder, site constructor",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26-55,men,image,#4f4e94,men chatting,65,#ffcc46,23,#ffffff,"roboto,sans-serif",60,18,hp,#81225c,none,#fdca5e,#6d6d6d,image,#444365,web pages on flat lay,#ffcc46,#ffffff,c,#3f3f3f,none,#ffcc46,#ffffff,center
https://www.getslowly.com/,"collecting, stamp collecting, app, chat, social",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,15-25,both,graphics,#ffc400,hand with smartphone,80,#081d3c,16,#081d3c,"'open sans', ""helvetica neue"", helvetica, arial, sans-serif",32,16,graphics,#dbe0e3,earth,#081d3c,#333333,c+im,#f4f4f4,"smartphone, screen, chat",#081d3c,#333333,c,#ffffff,none,#081d3c,#333333,left
https://timelyapp.com,"app, self management, team management, time tracking, project control",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26-55,men,c,#68b7e9,none,36,#ffffff,24,#bde0f4,"""avenir""",34,20,image,#70a1a8,"developer team, discuss project",#ffffff,#333333,c,#ffffff,none,#2d3b47,#3d4a4d,c,#ffffff,none,#2d3b47,#818a92,center
https://slack.com/enterprise,"chat, app, chat app, messaging, team management, communication, business infrastructure",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,26-55,both,graphics,#2c2d31,"details, wires, grid, concept, screens",58,#ffffff,22,#ffffff,"slack-lato,sans-serif",30,17,hp,#6b443b,"people sitting, working on laptop",#ffffff,#2c2d30,graphics,#2c2d31,dashboard,#ffffff,#bfbfc1,c,#2c2d31,none,#ffffff,#bfbfc1,float
https://www.bizplan.com,"business planning for startups, startups, business plan, project managing, project management, management",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15-25,men,video,#322734,"team, discuss project",60,#ffffff,14,#ffffff,"proxima-nova, sans-serif",84,24,pattern,#3c4450,waves,#ffffff,#b0b3b8,c+im,#f7f6f1,dashboard,#1d181f,#3a424c,c,#1d181f,none,#ffffff,#979797,center
http://www.juliandamy.com/alphapod/,"illustration, app, children, education, drawing",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5-15,both,illustration,#0e7d99,"engines, animals, mystical beats",100,#e74028,100,#00ae98,"helvetica,arial,sans-serif",22,16,c+im,#002b37,"fantastic beats, egg",#ffffff,#ffffff,graphics,#002b36,fantastic beats sketch,#ffffff,#ffffff,c,#002b37,none,#ffffff,#ffffff,center
